# Security advisor snapshot — object level
# Taken 2026-09-23 16:50 EDT by Track S. Regenerate with scripts/monitor/advisor-snapshot.md's instructions.
# Columns: lint\tlevel\tschema\tobject
# TOTAL 310
anon_security_definer_function_executable	WARN	public	record_signed_copy_outcome_by_link
anon_security_definer_function_executable	WARN	public	sign_estimate_by_link
anon_security_definer_function_executable	WARN	public	signed_copy_by_link
anon_security_definer_function_executable	WARN	public	signing_link_view
anon_security_definer_function_executable	WARN	public	wh_order_by_token
auth_leaked_password_protection	WARN		Supabase Auth prevents the use of compromised passwords by checking against HaveIBeenPwned.org. Enable this feature to e
authenticated_security_definer_function_executable	WARN	public	accept_invite
authenticated_security_definer_function_executable	WARN	public	accept_pipeline_invite
authenticated_security_definer_function_executable	WARN	public	accept_staff_invite
authenticated_security_definer_function_executable	WARN	public	acknowledge_work_order
authenticated_security_definer_function_executable	WARN	public	add_check_in_photo
authenticated_security_definer_function_executable	WARN	public	add_crew_member
authenticated_security_definer_function_executable	WARN	public	add_crew_person_unavailability
authenticated_security_definer_function_executable	WARN	public	add_deal_note
authenticated_security_definer_function_executable	WARN	public	add_estimate_line_item
authenticated_security_definer_function_executable	WARN	public	add_material_item
authenticated_security_definer_function_executable	WARN	public	add_org_member
authenticated_security_definer_function_executable	WARN	public	add_production_packet_callout
authenticated_security_definer_function_executable	WARN	public	add_purchase_order_line
authenticated_security_definer_function_executable	WARN	public	add_schedule_block
authenticated_security_definer_function_executable	WARN	public	archive_deal
authenticated_security_definer_function_executable	WARN	public	archive_tracker_item
authenticated_security_definer_function_executable	WARN	public	archive_tracker_project
authenticated_security_definer_function_executable	WARN	public	assign_crew_to_work_order
authenticated_security_definer_function_executable	WARN	public	assign_deal_owner
authenticated_security_definer_function_executable	WARN	public	auto_create_deal
authenticated_security_definer_function_executable	WARN	public	auto_create_roadmap
authenticated_security_definer_function_executable	WARN	public	can_reach_work_order_files
authenticated_security_definer_function_executable	WARN	public	can_view_financials
authenticated_security_definer_function_executable	WARN	public	can_view_master_work_order
authenticated_security_definer_function_executable	WARN	public	clear_check_in_hours
